postcode,sub_district_TH,sub_district_EN,sub_district_id,district_TH,district_EN,district_id,province_TH,province_EN,province_id,id
66130,ห้วยแก้ว,Huai Kaeo,661001,บึงนาราง,Bueng Na Rang,6610,พิจิตร,Phichit,66,5521
66130,โพธิ์ไทรงาม,Pho Sai Ngam,661002,บึงนาราง,Bueng Na Rang,6610,พิจิตร,Phichit,66,5522
66130,แหลมรัง,Laem Rang,661003,บึงนาราง,Bueng Na Rang,6610,พิจิตร,Phichit,66,5523
66130,บางลาย,Bang Lai,661004,บึงนาราง,Bueng Na Rang,6610,พิจิตร,Phichit,66,5524
66130,บึงนาราง,Bueng Na Rang,661005,บึงนาราง,Bueng Na Rang,6610,พิจิตร,Phichit,66,5525
66210,วังงิ้วใต้,Wang Ngio Tai,661101,ดงเจริญ,Dong Charoen,6611,พิจิตร,Phichit,66,5526
66210,วังงิ้ว,Wang Ngio,661102,ดงเจริญ,Dong Charoen,6611,พิจิตร,Phichit,66,5527
66210,ห้วยร่วม,Huai Ruam,661103,ดงเจริญ,Dong Charoen,6611,พิจิตร,Phichit,66,5528
66210,ห้วยพุก,Huai Phuk,661104,ดงเจริญ,Dong Charoen,6611,พิจิตร,Phichit,66,5529
66210,สำนักขุนเณร,Samnak Khun Nen,661105,ดงเจริญ,Dong Charoen,6611,พิจิตร,Phichit,66,5530
66140,บ้านนา,Ban Na,661201,วชิรบารมี,Wachirabarami,6612,พิจิตร,Phichit,66,5531
66140,บึงบัว,Bueng Bua,661202,วชิรบารมี,Wachirabarami,6612,พิจิตร,Phichit,66,5532
66140,วังโมกข์,Wang Mok,661203,วชิรบารมี,Wachirabarami,6612,พิจิตร,Phichit,66,5533
66220,หนองหลุม,Nong Lum,661204,วชิรบารมี,Wachirabarami,6612,พิจิตร,Phichit,66,5534
67000,ในเมือง,Nai Mueang,670101,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5535
67000,ตะเบาะ,Tabo,670102,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5536
67000,บ้านโตก,Ban Tok,670103,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5537
67000,สะเดียง,Sadiang,670104,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5538
67000,ป่าเลา,Pa Lao,670105,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5539
67000,นางั่ว,Na Ngua,670106,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5540
67250,ท่าพล,Tha Phon,670107,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5541
67000,ดงมูลเหล็ก,Dong Mun Lek,670108,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5542
67000,บ้านโคก,Ban Khok,670109,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5543
67000,ชอนไพร,Chon Phrai,670110,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5544
67000,นาป่า,Na Pa,670111,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5545
67210,นายม,Na Yom,670112,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5546
67210,วังชมภู,Wang Chomphu,670113,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5547
67000,น้ำร้อน,Nam Ron,670114,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5548
67210,ห้วยสะแก,Huai Sakae,670115,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5549
67000,ห้วยใหญ่,Huai Yai,670116,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5550
67210,ระวิง,Rawing,670117,เมืองเพชรบูรณ์,Mueang Phetchabun,6701,เพชรบูรณ์,Phetchabun,67,5551
67150,ชนแดน,Chon Daen,670201,ชนแดน,Chon Daen,6702,เพชรบูรณ์,Phetchabun,67,5552
67190,ดงขุย,Dong Khu,670202,ชนแดน,Chon Daen,6702,เพชรบูรณ์,Phetchabun,67,5553
67150,ท่าข้าม,Tha Kham,670203,ชนแดน,Chon Daen,6702,เพชรบูรณ์,Phetchabun,67,5554
67150,พุทธบาท,Phutthabat,670204,ชนแดน,Chon Daen,6702,เพชรบูรณ์,Phetchabun,67,5555
67150,ลาดแค,Lat Khae,670205,ชนแดน,Chon Daen,6702,เพชรบูรณ์,Phetchabun,67,5556
67190,บ้านกล้วย,Ban Kluai,670206,ชนแดน,Chon Daen,6702,เพชรบูรณ์,Phetchabun,67,5557
67150,ซับพุทรา,Sap Phutsa,670208,ชนแดน,Chon Daen,6702,เพชรบูรณ์,Phetchabun,67,5558
67190,ตะกุดไร,Takut Lai,670209,ชนแดน,Chon Daen,6702,เพชรบูรณ์,Phetchabun,67,5559
67150,ศาลาลาย,ศาลาลาย,670210,ชนแดน,Chon Daen,6702,เพชรบูรณ์,Phetchabun,67,5560
67110,วัดป่า,Wat Pa,670302,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5561
67110,ตาลเดี่ยว,Tan Diao,670303,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5562
67110,ฝายนาแซง,Fai Na Saeng,670304,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5563
67110,หนองสว่าง,Nong Sawang,670305,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5564
67110,น้ำเฮี้ย,Nam Hia,670306,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5565
67110,สักหลง,Sak Long,670307,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5566
67110,ท่าอิบุญ,Tha I Bun,670308,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5567
67110,บ้านโสก,Ban Sok,670309,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5568
67110,บ้านติ้ว,Ban Tio,670310,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5569
67110,ห้วยไร่,Huai Rai,670311,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5570
67110,น้ำก้อ,Nam Ko,670312,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5571
67110,ปากช่อง,Pak Chong,670313,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5572
67110,น้ำชุน,Nam Chun,670314,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5573
67110,หนองไขว่,Nong Khwai,670315,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5574
67110,ลานบ่า,Lan Ba,670316,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5575
67110,บุ่งคล้า,Bung Khla,670317,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5576
67110,บุ่งน้ำเต้า,Bung Namtao,670318,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5577
67110,บ้านกลาง,Ban Klang,670319,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5578
67110,ช้างตะลูด,Chang Talut,670320,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5579
67110,บ้านไร่,Ban Rai,670321,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5580
67110,ปากดุก,Pak Duk,670322,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5581
67110,บ้านหวาย,Ban Wai,670323,หล่มสัก,Lom Sak,6703,เพชรบูรณ์,Phetchabun,67,5582
67120,หล่มเก่า,Lom Kao,670401,หล่มเก่า,Lom Kao,6704,เพชรบูรณ์,Phetchabun,67,5583
67120,นาซำ,Na Sam,670402,หล่มเก่า,Lom Kao,6704,เพชรบูรณ์,Phetchabun,67,5584
67120,หินฮาว,Hin Hao,670403,หล่มเก่า,Lom Kao,6704,เพชรบูรณ์,Phetchabun,67,5585
67120,บ้านเนิน,Ban Noen,670404,หล่มเก่า,Lom Kao,6704,เพชรบูรณ์,Phetchabun,67,5586
67120,ศิลา,Sila,670405,หล่มเก่า,Lom Kao,6704,เพชรบูรณ์,Phetchabun,67,5587
67120,นาแซง,Na Saeng,670406,หล่มเก่า,Lom Kao,6704,เพชรบูรณ์,Phetchabun,67,5588
67120,วังบาล,Wang Ban,670407,หล่มเก่า,Lom Kao,6704,เพชรบูรณ์,Phetchabun,67,5589
67120,นาเกาะ,Na Ko,670408,หล่มเก่า,Lom Kao,6704,เพชรบูรณ์,Phetchabun,67,5590
67120,ตาดกลอย,Tat Kloi,670409,หล่มเก่า,Lom Kao,6704,เพชรบูรณ์,Phetchabun,67,5591
67130,ท่าโรง,Tha Rong,670501,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5592
67130,สระประดู่,Sa Pradu,670502,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5593
67130,สามแยก,Sam Yaek,670503,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5594
67130,โคกปรง,Khok Prong,670504,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5595
67130,น้ำร้อน,Nam Ron,670505,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5596
67130,บ่อรัง,Bo Rang,670506,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5597
67180,พุเตย,Phu Toei,670507,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5598
67180,พุขาม,Phu Kham,670508,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5599
67180,ภูน้ำหยด,Phu Nam Yot,670509,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5600
67180,ซับสมบูรณ์,Sap Sombun,670510,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5601
67130,บึงกระจับ,Bueng Krachap,670511,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5602
67180,วังใหญ่,Wang Yai,670512,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5603
67130,ยางสาว,Yang Sao,670513,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5604
67180,ซับน้อย,Sap Noi,670514,วิเชียรบุรี,Wichian Buri,6705,เพชรบูรณ์,Phetchabun,67,5605
67170,ศรีเทพ,Si Thep,670601,ศรีเทพ,Si Thep,6706,เพชรบูรณ์,Phetchabun,67,5606
67170,สระกรวด,Sa Kruat,670602,ศรีเทพ,Si Thep,6706,เพชรบูรณ์,Phetchabun,67,5607
67170,คลองกระจัง,Khlong Krachang,670603,ศรีเทพ,Si Thep,6706,เพชรบูรณ์,Phetchabun,67,5608
67170,นาสนุ่น,Na Sanun,670604,ศรีเทพ,Si Thep,6706,เพชรบูรณ์,Phetchabun,67,5609
67170,โคกสะอาด,Khok Sa-At,670605,ศรีเทพ,Si Thep,6706,เพชรบูรณ์,Phetchabun,67,5610
67170,หนองย่างทอย,Nong Yang Thoi,670606,ศรีเทพ,Si Thep,6706,เพชรบูรณ์,Phetchabun,67,5611
67170,ประดู่งาม,Pradu Ngam,670607,ศรีเทพ,Si Thep,6706,เพชรบูรณ์,Phetchabun,67,5612
67140,กองทูล,Kong Thun,670701,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5613
67220,นาเฉลียง,Na Chaliang,670702,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5614
67140,บ้านโภชน์,Ban Phot,670703,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5615
67140,ท่าแดง,Tha Daeng,670704,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5616
67140,เพชรละคร,Phet Lakhon,670705,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5617
67140,บ่อไทย,Bo Thai,670706,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5618
67220,ห้วยโป่ง,Huai Pong,670707,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5619
67140,วังท่าดี,Wang Tha Di,670708,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5620
67140,บัววัฒนา,Bua Watthana,670709,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5621
67140,หนองไผ่,Nong Phai,670710,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5622
67140,วังโบสถ์,Wang Bot,670711,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5623
67220,ยางงาม,Yang Ngam,670712,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5624
67140,ท่าด้วง,Tha Duang,670713,หนองไผ่,Nong Phai,6707,เพชรบูรณ์,Phetchabun,67,5625
67160,ซับสมอทอด,Sap Samo Thot,670801,บึงสามพัน,Bueng Sam Phan,6708,เพชรบูรณ์,Phetchabun,67,5626
67160,ซับไม้แดง,Sap Mai Daeng,670802,บึงสามพัน,Bueng Sam Phan,6708,เพชรบูรณ์,Phetchabun,67,5627
67160,หนองแจง,Nong Chaeng,670803,บึงสามพัน,Bueng Sam Phan,6708,เพชรบูรณ์,Phetchabun,67,5628
67160,กันจุ,Kan Chu,670804,บึงสามพัน,Bueng Sam Phan,6708,เพชรบูรณ์,Phetchabun,67,5629
67230,วังพิกุล,Wang Phikun,670805,บึงสามพัน,Bueng Sam Phan,6708,เพชรบูรณ์,Phetchabun,67,5630
67160,พญาวัง,Phaya Wang,670806,บึงสามพัน,Bueng Sam Phan,6708,เพชรบูรณ์,Phetchabun,67,5631
67160,ศรีมงคล,Si Mongkhon,670807,บึงสามพัน,Bueng Sam Phan,6708,เพชรบูรณ์,Phetchabun,67,5632
67160,สระแก้ว,Sa Kaeo,670808,บึงสามพัน,Bueng Sam Phan,6708,เพชรบูรณ์,Phetchabun,67,5633
67160,บึงสามพัน,Bueng Sam Phan,670809,บึงสามพัน,Bueng Sam Phan,6708,เพชรบูรณ์,Phetchabun,67,5634
67260,น้ำหนาว,Nam Nao,670901,น้ำหนาว,Nam Nao,6709,เพชรบูรณ์,Phetchabun,67,5635
67260,หลักด่าน,Lak Dan,670902,น้ำหนาว,Nam Nao,6709,เพชรบูรณ์,Phetchabun,67,5636
67260,วังกวาง,Wang Kwang,670903,น้ำหนาว,Nam Nao,6709,เพชรบูรณ์,Phetchabun,67,5637
67260,โคกมน,Khok Mon,670904,น้ำหนาว,Nam Nao,6709,เพชรบูรณ์,Phetchabun,67,5638
67240,วังโป่ง,Wang Pong,671001,วังโป่ง,Wang Pong,6710,เพชรบูรณ์,Phetchabun,67,5639
67240,ท้ายดง,Thai Dong,671002,วังโป่ง,Wang Pong,6710,เพชรบูรณ์,Phetchabun,67,5640
67240,ซับเปิบ,Sap Poep,671003,วังโป่ง,Wang Pong,6710,เพชรบูรณ์,Phetchabun,67,5641
67240,วังหิน,Wang Hin,671004,วังโป่ง,Wang Pong,6710,เพชรบูรณ์,Phetchabun,67,5642
67240,วังศาล,Wang San,671005,วังโป่ง,Wang Pong,6710,เพชรบูรณ์,Phetchabun,67,5643
67270,ทุ่งสมอ,Thung Samo,671101,เขาค้อ,Khao kho,6711,เพชรบูรณ์,Phetchabun,67,5644
67280,แคมป์สน,Khaem Son,671102,เขาค้อ,Khao kho,6711,เพชรบูรณ์,Phetchabun,67,5645
67270,เขาค้อ,Khao Kho,671103,เขาค้อ,Khao kho,6711,เพชรบูรณ์,Phetchabun,67,5646
67270,ริมสีม่วง,Rim Si Muang,671104,เขาค้อ,Khao kho,6711,เพชรบูรณ์,Phetchabun,67,5647
67270,สะเดาะพง,Sadao Phong,671105,เขาค้อ,Khao kho,6711,เพชรบูรณ์,Phetchabun,67,5648
67270,หนองแม่นา,Nong Mae Na,671106,เขาค้อ,Khao kho,6711,เพชรบูรณ์,Phetchabun,67,5649
67280,เข็กน้อย,Khek Noi,671107,เขาค้อ,Khao kho,6711,เพชรบูรณ์,Phetchabun,67,5650
70000,หน้าเมือง,Na Mueang,700101,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5651
70000,เจดีย์หัก,Chedi Hak,700102,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5652
70000,ดอนตะโก,Don Tako,700103,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5653
70000,หนองกลางนา,Nong Klang Na,700104,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5654
70000,ห้วยไผ่,Huai Phai,700105,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5655
70000,คุ้งน้ำวน,Khung Nam Won,700106,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5656
70000,คุ้งกระถิน,Khung Krathin,700107,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5657
70000,อ่างทอง,Ang Thong,700108,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5658
70000,โคกหม้อ,Khok Mo,700109,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5659
70000,สามเรือน,Sam Ruean,700110,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5660
70000,พิกุลทอง,Phikun Thong,700111,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5661
70000,น้ำพุ,Namphu,700112,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5662
70000,ดอนแร่,Don Rae,700113,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5663
70000,หินกอง,Hin Kong,700114,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5664
70000,เขาแร้ง,Khao Raeng,700115,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5665
70000,เกาะพลับพลา,Ko Phlapphla,700116,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5666
70000,หลุมดิน,Lum Din,700117,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5667
70000,บางป่า,Bang Pa,700118,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5668
70000,พงสวาย,Phong Sawai,700119,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5669
70000,คูบัว,Khu Bua,700120,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5670
70000,ท่าราบ,Tha Rap,700121,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5671
70000,บ้านไร่,Ban Rai,700122,เมืองราชบุรี,Mueang Ratchaburi,7001,ราชบุรี,Ratchaburi,70,5672
70150,จอมบึง,Chom Bueng,700201,จอมบึง,Chom Bueng,7002,ราชบุรี,Ratchaburi,70,5673
70150,ปากช่อง,Pak Chong,700202,จอมบึง,Chom Bueng,7002,ราชบุรี,Ratchaburi,70,5674
70150,เบิกไพร,Boek Phrai,700203,จอมบึง,Chom Bueng,7002,ราชบุรี,Ratchaburi,70,5675
70150,ด่านทับตะโก,Dan Thap Tako,700204,จอมบึง,Chom Bueng,7002,ราชบุรี,Ratchaburi,70,5676
70150,แก้มอ้น,Kaem On,700205,จอมบึง,Chom Bueng,7002,ราชบุรี,Ratchaburi,70,5677
70150,รางบัว,Rang Bua,700206,จอมบึง,Chom Bueng,7002,ราชบุรี,Ratchaburi,70,5678
70180,สวนผึ้ง,Suan Phueng,700301,สวนผึ้ง,Suan Phueng,7003,ราชบุรี,Ratchaburi,70,5679
70180,ป่าหวาย,Pa Wai,700302,สวนผึ้ง,Suan Phueng,7003,ราชบุรี,Ratchaburi,70,5680
70180,ท่าเคย,Tha Khoei,700304,สวนผึ้ง,Suan Phueng,7003,ราชบุรี,Ratchaburi,70,5681
70180,ตะนาวศรี,Tanao Si,700307,สวนผึ้ง,Suan Phueng,7003,ราชบุรี,Ratchaburi,70,5682
70130,ดำเนินสะดวก,Damnoen Saduak,700401,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5683
70210,ประสาทสิทธิ์,Prasatsit,700402,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5684
70130,ศรีสุราษฎร์,Si Surat,700403,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5685
70130,ตาหลวง,Ta Luang,700404,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5686
70130,ดอนกรวย,Don Kruai,700405,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5687
70130,ดอนคลัง,Don Khlang,700406,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5688
70210,บัวงาม,Bua Ngam,700407,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5689
70130,บ้านไร่,Ban Rai,700408,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5690
70130,แพงพวย,Phaeng Phuai,700409,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5691
70130,สี่หมื่น,Si Muen,700410,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5692
70130,ท่านัด,Tha Nat,700411,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5693
70130,ขุนพิทักษ์,Khun Phithak,700412,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5694
70130,ดอนไผ่,Don Phi,700413,ดำเนินสะดวก,Damnoen Saduak,7004,ราชบุรี,Ratchaburi,70,5695
70110,บ้านโป่ง,Ban Pong,700501,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5696
70110,ท่าผา,Tha Pha,700502,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5697
70190,กรับใหญ่,Krap Yai,700503,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5698
70110,ปากแรต,Pak Raet,700504,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5699
70110,หนองกบ,Nong Kop,700505,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5700
70110,หนองอ้อ,Nong O,700506,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5701
70110,ดอนกระเบื้อง,Don Krabueang,700507,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5702
70110,สวนกล้วย,Suan Kluai,700508,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5703
70110,นครชุมน์,Nakhon Chum,700509,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5704
70110,บ้านม่วง,Ban Muang,700510,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5705
70110,คุ้งพยอม,Khung Phayom,700511,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5706
70110,หนองปลาหมอ,Nong Pla Mo,700512,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5707
70110,เขาขลุง,Khao Khlung,700513,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5708
70110,เบิกไพร,Boek Phrai,700514,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5709
70110,ลาดบัวขาว,Lat Bua Khao,700515,บ้านโป่ง,Ban Pong,7005,ราชบุรี,Ratchaburi,70,5710
70160,บางแพ,Bang Phae,700601,บางแพ,Bang Phae,7006,ราชบุรี,Ratchaburi,70,5711
70160,วังเย็น,Wang Yen,700602,บางแพ,Bang Phae,7006,ราชบุรี,Ratchaburi,70,5712
70160,หัวโพ,Hua Pho,700603,บางแพ,Bang Phae,7006,ราชบุรี,Ratchaburi,70,5713
70160,วัดแก้ว,Wat Kaeo,700604,บางแพ,Bang Phae,7006,ราชบุรี,Ratchaburi,70,5714
70160,ดอนใหญ่,Don Yai,700605,บางแพ,Bang Phae,7006,ราชบุรี,Ratchaburi,70,5715
70160,ดอนคา,Don Kha,700606,บางแพ,Bang Phae,7006,ราชบุรี,Ratchaburi,70,5716
70160,โพหัก,Pho Hak,700607,บางแพ,Bang Phae,7006,ราชบุรี,Ratchaburi,70,5717
70120,โพธาราม,Photharam,700701,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5718
70120,ดอนกระเบื้อง,Don Krabueang,700702,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5719
70120,หนองโพ,Nong Pho,700703,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5720
70120,บ้านเลือก,Ban Lueak,700704,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5721
70120,คลองตาคต,Khlong Ta Kot,700705,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5722
70120,บ้านฆ้อง,Ban Khong,700706,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5723
70120,บ้านสิงห์,Ban Sing,700707,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5724
70120,ดอนทราย,Don Sai,700708,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5725
70120,เจ็ดเสมียน,Chet Samian,700709,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5726
70120,คลองข่อย,Khlong Khoi,700710,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5727
70120,ชำแระ,Chamrae,700711,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5728
70120,สร้อยฟ้า,Soi Fa,700712,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5729
70120,ท่าชุมพล,Tha Chumphon,700713,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5730
70120,บางโตนด,Bang Tanot,700714,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5731
70120,เตาปูน,Tao Pun,700715,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5732
70120,นางแก้ว,Nang Kaeo,700716,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5733
70120,ธรรมเสน,Thammasen,700717,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5734
70120,เขาชะงุ้ม,Khao Cha-Ngum,700718,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5735
70120,หนองกวาง,Nong Kwang,700719,โพธาราม,Photharam,7007,ราชบุรี,Ratchaburi,70,5736
